NumAttr,NumOps,NumPubOps,Setters,Getters,Dep_Out,Dep_In,EC_Attr,IC_Attr,EC_Par,IC_Par,Barycenter,Betweenness,Closeness,Eigenvector,HITS.hub,HITS.authority,PageRank,Barycenter-W,Betweenness-W,Closeness-W,Eigenvector-W,HITS.hub-W,HITS.authority-W,PageRank-W,KeyDesign
0,20,20,1,2,4,20,7,0,40,13,0,0,0.006547984,1.14E-08,0,0.006091223,0.001588947,0.040589602,7.48E-05,0.055746633,8.28E-09,0.001704812,0.020691412,0.01258795,0
0,7,7,0,0,7,21,9,0,44,8,0,0,0.010861803,1.45E-07,0,0.005259829,0.003488193,0.024324717,0.000853817,0.056288149,8.71E-09,0.00044539,0.010242855,0.010854633,0
0,0,0,0,0,0,8,0,0,7,0,0,0,0.001841621,1.67E-11,0,3.30E-19,0.001505441,0,0,0.055922023,4.86E-09,0,0.000463063,0.003760513,0
0,37,37,1,3,11,27,6,0,63,46,0,0,0.003683241,4.02E-09,0,0.000937048,0.001421763,0.044510601,0.003215369,0.05100072,1.45E-08,0.006786827,0.030848972,0.014363566,1
0,3,3,0,0,1,5,1,0,4,3,0,0,0.001841621,1.67E-11,0,5.93E-06,0.001159663,0.065713041,0.001184708,0.044499232,1.10E-08,1.37E-05,0.000593262,0.003433162,0
0,9,9,0,1,6,63,6,0,78,8,0,0,0.06638294,0.211623494,0,0.001873816,0.00389907,0.024905606,0.005982613,0.049023765,3.90E-08,0.000785239,0.020704166,0.010128672,1
0,48,48,6,11,19,109,12,0,221,46,0,0,0.007366483,8.04E-09,0,1.22E-05,0.001660105,0.015466163,0.01713479,0.052033224,5.94E-08,0.0030839,0.074946926,0.038867526,1
1,42,42,3,7,19,107,28,1,304,39,0,0,0.039419304,3.87E-06,0,0.005995669,0.001699607,0.02054894,0.019791365,0.06419003,8.49E-08,0.000444512,0.083137675,0.113761845,1
0,5,5,0,0,2,15,1,0,22,5,0,0,0.02929851,7.49E-08,0,0.039456669,0.003598226,0.059178042,0.001256345,0.052782958,3.59E-08,0.00015628,0.00880612,0.033026077,0
0,3,3,0,1,1,32,2,0,78,1,0,0,0.009821977,1.24E-09,0,-1.23E-19,0.005637675,0.024615161,0.004657516,0.053807783,6.70E-08,0.000254273,0.017340513,0.039645287,0
